,NAME,URL
124,ElegantSwan,https://www.etsy.com/il-en/shop/ElegantSwan?ref=ss_profile
125,YouCanMAKEitPERSONAL,https://www.etsy.com/il-en/shop/YouCanMAKEitPERSONAL?ref=ss_profile
126,RedMoonJewelry,https://www.etsy.com/il-en/shop/RedMoonJewelry?ref=ss_profile
127,JadedSLO,https://www.etsy.com/il-en/shop/JadedSLO?ref=ss_profile
128,TheCraftista,https://www.etsy.com/il-en/shop/TheCraftista?ref=ss_profile
129,KSLleatherfactory,https://www.etsy.com/il-en/shop/KSLleatherfactory?ref=ss_profile
130,MakesCraftsNotWar,https://www.etsy.com/il-en/shop/MakesCraftsNotWar?ref=ss_profile
131,TiffanyAvenueBridal,https://www.etsy.com/il-en/shop/TiffanyAvenueBridal?ref=ss_profile
132,ScrappinCop,https://www.etsy.com/il-en/shop/ScrappinCop?ref=ss_profile
133,crashandduchess,https://www.etsy.com/il-en/shop/crashandduchess?ref=ss_profile
134,BLUEskyBLACKbird,https://www.etsy.com/il-en/shop/BLUEskyBLACKbird?ref=ss_profile
135,bleuluciole,https://www.etsy.com/il-en/shop/bleuluciole?ref=ss_profile
136,ChristinaChristiJls,https://www.etsy.com/il-en/shop/ChristinaChristiJls?ref=ss_profile
137,AditaGold,https://www.etsy.com/il-en/shop/AditaGold?ref=ss_profile
138,HattieRex,https://www.etsy.com/il-en/shop/HattieRex?ref=ss_profile
139,InTheMomentUK,https://www.etsy.com/il-en/shop/InTheMomentUK?ref=ss_profile
140,GitasJewelryShop,https://www.etsy.com/il-en/shop/GitasJewelryShop?ref=ss_profile
141,SilkPurseSowsEar,https://www.etsy.com/il-en/shop/SilkPurseSowsEar?ref=ss_profile
142,Chillilimeboutique,https://www.etsy.com/il-en/shop/Chillilimeboutique?ref=ss_profile
143,FawnAndRose,https://www.etsy.com/il-en/shop/FawnAndRose?ref=ss_profile
144,TimsWoodDesigns,https://www.etsy.com/il-en/shop/TimsWoodDesigns?ref=ss_profile
145,ArtMagicJewelry,https://www.etsy.com/il-en/shop/ArtMagicJewelry?ref=ss_profile
146,sterlingknot,https://www.etsy.com/il-en/shop/sterlingknot?ref=ss_profile
147,99gems,https://www.etsy.com/il-en/shop/99gems?ref=ss_profile
148,ForestMagicWithRivka,https://www.etsy.com/il-en/shop/ForestMagicWithRivka?ref=ss_profile
149,CandTCustomLures,https://www.etsy.com/il-en/shop/CandTCustomLures?ref=ss_profile
150,LuckyCharmsUSA,https://www.etsy.com/il-en/shop/LuckyCharmsUSA?ref=ss_profile
151,MagicStoneStore,https://www.etsy.com/il-en/shop/MagicStoneStore?ref=ss_profile
152,WoodstockFenceGuy,https://www.etsy.com/il-en/shop/WoodstockFenceGuy?ref=ss_profile
153,MarcosNewYorkCity,https://www.etsy.com/il-en/shop/MarcosNewYorkCity?ref=ss_profile
154,PricklyHearts,https://www.etsy.com/il-en/shop/PricklyHearts?ref=ss_profile
155,KookyTwo,https://www.etsy.com/il-en/shop/KookyTwo?ref=ss_profile
156,WhirlyBirdDesigns,https://www.etsy.com/il-en/shop/WhirlyBirdDesigns?ref=ss_profile
157,MillyStreet,https://www.etsy.com/il-en/shop/MillyStreet?ref=ss_profile
158,GNhandmadeDesign,https://www.etsy.com/il-en/shop/GNhandmadeDesign?ref=ss_profile
159,LiveLovelyByLydia,https://www.etsy.com/il-en/shop/LiveLovelyByLydia?ref=ss_profile
160,Ringcrush,https://www.etsy.com/il-en/shop/Ringcrush?ref=ss_profile
161,JamJewels1,https://www.etsy.com/il-en/shop/JamJewels1?ref=ss_profile
162,MAGICrebEL,https://www.etsy.com/il-en/shop/MAGICrebEL?ref=ss_profile
163,Luxulite,https://www.etsy.com/il-en/shop/Luxulite?ref=ss_profile
164,MackenzieTreasury,https://www.etsy.com/il-en/shop/MackenzieTreasury?ref=ss_profile
165,chloesvintagejewelry,https://www.etsy.com/il-en/shop/chloesvintagejewelry?ref=ss_profile
166,HappyMailDesignsUK,https://www.etsy.com/il-en/shop/HappyMailDesignsUK?ref=ss_profile
167,miniLALI,https://www.etsy.com/il-en/shop/miniLALI?ref=ss_profile
168,RandomStuff,https://www.etsy.com/il-en/shop/RandomStuff?ref=ss_profile
169,NiOuiNinouche,https://www.etsy.com/il-en/shop/NiOuiNinouche?ref=ss_profile
170,BlueSoulDesigns,https://www.etsy.com/il-en/shop/BlueSoulDesigns?ref=ss_profile
171,BuyMeBling,https://www.etsy.com/il-en/shop/BuyMeBling?ref=ss_profile
172,Ringostone,https://www.etsy.com/il-en/shop/Ringostone?ref=ss_profile
173,TheDragonflyLane,https://www.etsy.com/il-en/shop/TheDragonflyLane?ref=ss_profile
174,ImagineDeep,https://www.etsy.com/il-en/shop/ImagineDeep?ref=ss_profile
175,FaithAndString,https://www.etsy.com/il-en/shop/FaithAndString?ref=ss_profile
176,havanaflamingo,https://www.etsy.com/il-en/shop/havanaflamingo?ref=ss_profile
177,blueJboutique7,https://www.etsy.com/il-en/shop/blueJboutique7?ref=ss_profile
178,DeCumiDesigns,https://www.etsy.com/il-en/shop/DeCumiDesigns?ref=ss_profile
179,BelieveLondonCo,https://www.etsy.com/il-en/shop/BelieveLondonCo?ref=ss_profile
180,JewelryByMaeBee,https://www.etsy.com/il-en/shop/JewelryByMaeBee?ref=ss_profile
181,CakeForCorvids,https://www.etsy.com/il-en/shop/CakeForCorvids?ref=ss_profile
182,shopheyjune,https://www.etsy.com/il-en/shop/shopheyjune?ref=ss_profile
183,HopeisHipJewelry,https://www.etsy.com/il-en/shop/HopeisHipJewelry?ref=ss_profile
184,GoWildBoutique,https://www.etsy.com/il-en/shop/GoWildBoutique?ref=ss_profile
185,FacetsandKarats,https://www.etsy.com/il-en/shop/FacetsandKarats?ref=ss_profile
186,LemonLimeCreations,https://www.etsy.com/il-en/shop/LemonLimeCreations?ref=ss_profile
187,SimplicityCharms,https://www.etsy.com/il-en/shop/SimplicityCharms?ref=ss_profile
188,RoseAndRabbitDesigns,https://www.etsy.com/il-en/shop/RoseAndRabbitDesigns?ref=ss_profile
189,SweetDalda,https://www.etsy.com/il-en/shop/SweetDalda?ref=ss_profile
190,GracefullyMadeStudio,https://www.etsy.com/il-en/shop/GracefullyMadeStudio?ref=ss_profile
191,MirJamJewelry,https://www.etsy.com/il-en/shop/MirJamJewelry?ref=ss_profile
192,SevenCaratShop,https://www.etsy.com/il-en/shop/SevenCaratShop?ref=ss_profile
193,LongLaneJewelry,https://www.etsy.com/il-en/shop/LongLaneJewelry?ref=ss_profile
